GeoFIPS,GeoName,Region,TableName,Unit,LineCode,Description,2012,2013,2014,2015,2016,2017
 "11000","District of Columbia",2,SAOVA,"Thousands of dollars",20,"   Health care and social assistance",5093,4419,4372,4799,4612,5006
 "11000","District of Columbia",2,SAOVA,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",756188,674850,667604,738982,689194,760817
 "11000","District of Columbia",2,SAOVA,"Thousands of dollars",22,"   Arts, entertainment, and recreation",130633,134780,148492,153978,169605,183978
 "11000","District of Columbia",2,SAOVA,"Thousands of dollars",23,"   Accommodation and food services",625555,540071,519112,585004,519590,576839
 "11000","District of Columbia",2,SAOVA,"Thousands of dollars",24,"  Other services, except government",27918,27365,29178,30969,30260,33700
 "11000","District of Columbia",2,SAOVA,"Thousands of dollars",25," Government",225066,276629,284654,313459,336813,349433
 "11000","District of Columbia",2,SAOVA,"Thousands of dollars",26,"  Federal",151085,174647,170986,177931,193915,200515
 "11000","District of Columbia",2,SAOVA,"Thousands of dollars",27,"  State and local",73981,101982,113669,135529,142898,148918
 "12000","Florida",5,SAOVA,"Thousands of dollars",1,"All Industries",33467980,34234250,35149205,38462732,39593915,42183230
 "12000","Florida",5,SAOVA,"Thousands of dollars",2," Private Industries",32089190,32774782,33621501,36851820,37941435,40458633
 "12000","Florida",5,SAOVA,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",323024,355005,344627,362445,327413,343186
 "12000","Florida",5,SAOVA,"Thousands of dollars",4,"  Mining",1387,1111,768,609,589,1041
 "12000","Florida",5,SAOVA,"Thousands of dollars",5,"  Utilities",60,62,54,62,72,76
 "12000","Florida",5,SAOVA,"Thousands of dollars",6,"  Construction",376876,314501,331168,357194,396291,433516
 "12000","Florida",5,SAOVA,"Thousands of dollars",7,"  Manufacturing",964630,1011056,1029944,1080479,1122055,1147658
 "12000","Florida",5,SAOVA,"Thousands of dollars",8,"   Durable goods",643062,676131,683110,710968,745172,778749
 "12000","Florida",5,SAOVA,"Thousands of dollars",9,"   Nondurable goods",321568,334925,346835,369511,376883,368909
 "12000","Florida",5,SAOVA,"Thousands of dollars",10,"  Wholesale trade",1657846,1630925,1704581,1824948,1815863,1839346
 "12000","Florida",5,SAOVA,"Thousands of dollars",11,"  Retail trade",6422686,6761186,6876225,7251230,7408274,7640811
 "12000","Florida",5,SAOVA,"Thousands of dollars",12,"  Transportation and warehousing",3519020,4012124,4519543,5499423,5548389,6146342
 "12000","Florida",5,SAOVA,"Thousands of dollars",13,"  Information",60689,64532,64872,69652,72896,77963
 "12000","Florida",5,SAOVA,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",3227150,3217964,2774656,3147126,3294244,3337140
 "12000","Florida",5,SAOVA,"Thousands of dollars",15,"   Finance and insurance",202564,183872,232443,271729,288066,283760
 "12000","Florida",5,SAOVA,"Thousands of dollars",16,"   Real estate and rental and leasing",3024585,3034092,2542212,2875397,3006178,3053380
 "12000","Florida",5,SAOVA,"Thousands of dollars",17,"  Professional and business services",547432,528181,544946,579645,603906,697844
 "12000","Florida",5,SAOVA,"Thousands of dollars",18,"   Educational services, health care, and social assistance",232383,226902,243726,249739,259941,268408
 "12000","Florida",5,SAOVA,"Thousands of dollars",19,"   Educational services",191287,188969,203821,207745,215976,223014
 "12000","Florida",5,SAOVA,"Thousands of dollars",20,"   Health care and social assistance",41096,37933,39905,41994,43965,45393
 "12000","Florida",5,SAOVA,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",14340025,14224091,14732733,15940785,16565052,17962233
 "12000","Florida",5,SAOVA,"Thousands of dollars",22,"   Arts, entertainment, and recreation",6597558,6569092,6875885,7166362,7756175,8604150
 "12000","Florida",5,SAOVA,"Thousands of dollars",23,"   Accommodation and food services",7742467,7654998,7856848,8774424,8808877,9358083
 "12000","Florida",5,SAOVA,"Thousands of dollars",24,"  Other services, except government",415982,427143,453660,488483,526448,563068
 "12000","Florida",5,SAOVA,"Thousands of dollars",25," Government",1378789,1459468,1527704,1610913,1652480,1724597
 "12000","Florida",5,SAOVA,"Thousands of dollars",26,"  Federal",114668,132699,126808,125759,128879,128158
 "12000","Florida",5,SAOVA,"Thousands of dollars",27,"  State and local",1264122,1326769,1400896,1485153,1523600,1596439
 "13000","Georgia",5,SAOVA,"Thousands of dollars",1,"All Industries",9516715,9810124,10279463,11115943,11915449,12319942
 "13000","Georgia",5,SAOVA,"Thousands of dollars",2," Private Industries",9051866,9315069,9768934,10583093,11370425,11752952
 "13000","Georgia",5,SAOVA,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",339217,390812,370909,399454,327511,338083
 "13000","Georgia",5,SAOVA,"Thousands of dollars",4,"  Mining",212,194,208,186,190,282
 "13000","Georgia",5,SAOVA,"Thousands of dollars",5,"  Utilities",24,24,22,24,26,26
 "13000","Georgia",5,SAOVA,"Thousands of dollars",6,"  Construction",114832,107198,113307,191880,223285,238643
 "13000","Georgia",5,SAOVA,"Thousands of dollars",7,"  Manufacturing",994157,1027946,1057173,1084249,1122301,1234272
 "13000","Georgia",5,SAOVA,"Thousands of dollars",8,"   Durable goods",620099,641330,651132,668000,699719,826551
 "13000","Georgia",5,SAOVA,"Thousands of dollars",9,"   Nondurable goods",374059,386615,406041,416249,422582,407721
 "13000","Georgia",5,SAOVA,"Thousands of dollars",10,"  Wholesale trade",729159,733147,759251,812484,1040952,1058428
 "13000","Georgia",5,SAOVA,"Thousands of dollars",11,"  Retail trade",2168493,2263519,2278163,2398034,2401908,2456209
 "13000","Georgia",5,SAOVA,"Thousands of dollars",12,"  Transportation and warehousing",1761258,1837074,2074359,2390556,2728732,2782496
 "13000","Georgia",5,SAOVA,"Thousands of dollars",13,"  Information",57663,62385,63560,68110,70753,74957
 "13000","Georgia",5,SAOVA,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",401989,409993,403307,434980,467901,489236
 "13000","Georgia",5,SAOVA,"Thousands of dollars",15,"   Finance and insurance",76757,68912,87871,100430,104505,99735
 "13000","Georgia",5,SAOVA,"Thousands of dollars",16,"   Real estate and rental and leasing",325232,341082,315435,334550,363397,389501
 "13000","Georgia",5,SAOVA,"Thousands of dollars",17,"  Professional and business services",197909,191059,195778,202715,196921,207157
 "13000","Georgia",5,SAOVA,"Thousands of dollars",18,"   Educational services, health care, and social assistance",77074,77236,82392,83496,87660,90399
 "13000","Georgia",5,SAOVA,"Thousands of dollars",19,"   Educational services",64277,65186,69815,70280,73685,75898
 "13000","Georgia",5,SAOVA,"Thousands of dollars",20,"   Health care and social assistance",12797,12050,12576,13216,13976,14500
 "13000","Georgia",5,SAOVA,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",2088548,2091662,2242899,2385050,2565941,2638368
 "13000","Georgia",5,SAOVA,"Thousands of dollars",22,"   Arts, entertainment, and recreation",987954,1009265,1082677,1122422,1212593,1298055
 "13000","Georgia",5,SAOVA,"Thousands of dollars",23,"   Accommodation and food services",1100593,1082397,1160221,1262628,1353348,1340313
 "13000","Georgia",5,SAOVA,"Thousands of dollars",24,"  Other services, except government",121330,122821,127606,131876,136342,144396
 "13000","Georgia",5,SAOVA,"Thousands of dollars",25," Government",464849,495055,510529,532850,545024,566990
 "13000","Georgia",5,SAOVA,"Thousands of dollars",26,"  Federal",82657,96201,92037,90692,92574,91260
 "13000","Georgia",5,SAOVA,"Thousands of dollars",27,"  State and local",382192,398853,418492,442158,452450,475730
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",1,"All Industries",3685084,4015530,4015786,4284499,4178364,4794590
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",2," Private Industries",3492165,3798355,3788960,4047689,3941473,4547173
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",31290,38725,34474,33655,31654,29872
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",4,"  Mining",21,18,19,16,18,26
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",5,"  Utilities",8,8,7,7,7,6
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",6,"  Construction",35753,35675,37479,54044,63359,67313
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",7,"  Manufacturing",130850,130626,128433,119262,92412,107705
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",8,"   Durable goods",5451,4963,4876,4551,4895,4553
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",9,"   Nondurable goods",125399,125664,123557,114712,87517,103151
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",10,"  Wholesale trade",60904,59514,60857,62039,59931,59673
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",11,"  Retail trade",585519,611550,596148,617282,620161,665996
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",12,"  Transportation and warehousing",965799,1187752,1279310,1361645,1403254,1606186
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",13,"  Information",5006,5321,5344,5627,5984,6393
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",211456,225860,186864,222492,230443,238976
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",15,"   Finance and insurance",23100,20904,25603,28154,28143,26821
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",16,"   Real estate and rental and leasing",188356,204956,161261,194338,202300,212155
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",17,"  Professional and business services",91243,89115,91416,98226,100339,113579
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",18,"   Educational services, health care, and social assistance",22252,21222,22007,22481,22316,23458
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",19,"   Educational services",17376,16703,17444,17581,17343,17991
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",20,"   Health care and social assistance",4875,4520,4564,4900,4973,5468
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",1324254,1365237,1317816,1421232,1281492,1596329
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",22,"   Arts, entertainment, and recreation",285267,285946,301011,304608,311606,317556
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",23,"   Accommodation and food services",1038986,1079292,1016805,1116624,969886,1278773
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",24,"  Other services, except government",27811,27732,28787,29678,30103,31662
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",25," Government",192918,217174,226827,236810,236892,247416
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",26,"  Federal",54286,63773,61755,61842,64892,66224
 "15000","Hawaii",8,SAOVA,"Thousands of dollars",27,"  State and local",138633,153402,165071,174968,172000,181192
 "16000","Idaho",7,SAOVA,"Thousands of dollars",1,"All Industries",1865675,1912174,1981914,2073077,2171780,2328949
 "16000","Idaho",7,SAOVA,"Thousands of dollars",2," Private Industries",1752426,1793958,1857566,1944368,2039091,2191639
 "16000","Idaho",7,SAOVA,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",77585,91753,92436,103774,92922,98197
 "16000","Idaho",7,SAOVA,"Thousands of dollars",4,"  Mining",355,316,269,232,223,324
 "16000","Idaho",7,SAOVA,"Thousands of dollars",5,"  Utilities",3,4,3,3,4,3
 "16000","Idaho",7,SAOVA,"Thousands of dollars",6,"  Construction",15023,18322,19635,21452,24359,26990
 "16000","Idaho",7,SAOVA,"Thousands of dollars",7,"  Manufacturing",192391,209559,222470,239110,241476,295780
 "16000","Idaho",7,SAOVA,"Thousands of dollars",8,"   Durable goods",107240,117781,126791,139922,146914,198527
 "16000","Idaho",7,SAOVA,"Thousands of dollars",9,"   Nondurable goods",85151,91778,95679,99188,94562,97253
 "16000","Idaho",7,SAOVA,"Thousands of dollars",10,"  Wholesale trade",115197,114254,120006,128134,141080,143276
 "16000","Idaho",7,SAOVA,"Thousands of dollars",11,"  Retail trade",584831,607159,611114,633335,650700,695638
 "16000","Idaho",7,SAOVA,"Thousands of dollars",12,"  Transportation and warehousing",139691,143483,143607,151375,192349,174122
 "16000","Idaho",7,SAOVA,"Thousands of dollars",13,"  Information",3020,3202,3207,3415,3632,3863
 "16000","Idaho",7,SAOVA,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",130698,122118,118052,128839,133764,139219
 "16000","Idaho",7,SAOVA,"Thousands of dollars",15,"   Finance and insurance",18613,16529,20403,22599,23064,22405
 "16000","Idaho",7,SAOVA,"Thousands of dollars",16,"   Real estate and rental and leasing",112085,105589,97649,106241,110701,116814
 "16000","Idaho",7,SAOVA,"Thousands of dollars",17,"  Professional and business services",32213,31786,33283,35197,35425,38494
 "16000","Idaho",7,SAOVA,"Thousands of dollars",18,"   Educational services, health care, and social assistance",14013,13775,14823,14930,15499,16286
 "16000","Idaho",7,SAOVA,"Thousands of dollars",19,"   Educational services",11775,11696,12611,12636,13068,13662
 "16000","Idaho",7,SAOVA,"Thousands of dollars",20,"   Health care and social assistance",2238,2079,2212,2293,2432,2624
 "16000","Idaho",7,SAOVA,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",428507,419102,458480,463115,483955,532539
 "16000","Idaho",7,SAOVA,"Thousands of dollars",22,"   Arts, entertainment, and recreation",169015,169572,179778,185381,196783,206892
 "16000","Idaho",7,SAOVA,"Thousands of dollars",23,"   Accommodation and food services",259492,249530,278702,277734,287172,325647
 "16000","Idaho",7,SAOVA,"Thousands of dollars",24,"  Other services, except government",18900,19127,20180,21456,23704,26906
 "16000","Idaho",7,SAOVA,"Thousands of dollars",25," Government",113249,118215,124348,128709,132688,137311
 "16000","Idaho",7,SAOVA,"Thousands of dollars",26,"  Federal",32347,32340,33770,33024,34857,35427
 "16000","Idaho",7,SAOVA,"Thousands of dollars",27,"  State and local",80902,85875,90579,95685,97831,101884
 "17000","Illinois",3,SAOVA,"Thousands of dollars",1,"All Industries",13538197,13472962,13695641,14109991,14329134,14725840
 "17000","Illinois",3,SAOVA,"Thousands of dollars",2," Private Industries",12494987,12451001,12661294,13103845,13317113,13660892
 "17000","Illinois",3,SAOVA,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",383058,384607,394261,385288,377767,385039
 "17000","Illinois",3,SAOVA,"Thousands of dollars",4,"  Mining",6661,5476,3954,2830,2717,6280
 "17000","Illinois",3,SAOVA,"Thousands of dollars",5,"  Utilities",26,26,23,27,30,29
 "17000","Illinois",3,SAOVA,"Thousands of dollars",6,"  Construction",257831,220338,220683,229293,252819,269067
 "17000","Illinois",3,SAOVA,"Thousands of dollars",7,"  Manufacturing",2273956,2221447,2170712,2018394,1772050,1894583
 "17000","Illinois",3,SAOVA,"Thousands of dollars",8,"   Durable goods",685632,704844,679078,679210,642211,708013
 "17000","Illinois",3,SAOVA,"Thousands of dollars",9,"   Nondurable goods",1588324,1516603,1491634,1339185,1129839,1186570
 "17000","Illinois",3,SAOVA,"Thousands of dollars",10,"  Wholesale trade",1438095,1418836,1484778,1540607,1508119,1515811
 "17000","Illinois",3,SAOVA,"Thousands of dollars",11,"  Retail trade",2688021,2769123,2708243,2790642,2805468,2840819
 "17000","Illinois",3,SAOVA,"Thousands of dollars",12,"  Transportation and warehousing",1804310,1876340,1988055,2216974,2360934,2387287
 "17000","Illinois",3,SAOVA,"Thousands of dollars",13,"  Information",57677,60903,60980,63918,67554,71961
 "17000","Illinois",3,SAOVA,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",479169,472089,490970,557932,619954,667136
 "17000","Illinois",3,SAOVA,"Thousands of dollars",15,"   Finance and insurance",134767,120586,151587,174995,183949,181476
 "17000","Illinois",3,SAOVA,"Thousands of dollars",16,"   Real estate and rental and leasing",344402,351503,339383,382937,436004,485660
 "17000","Illinois",3,SAOVA,"Thousands of dollars",17,"  Professional and business services",327937,312808,319826,338387,347732,389779
 "17000","Illinois",3,SAOVA,"Thousands of dollars",18,"   Educational services, health care, and social assistance",109865,110720,117263,118261,124864,128443
 "17000","Illinois",3,SAOVA,"Thousands of dollars",19,"   Educational services",89866,91947,97818,97717,103179,106625
 "17000","Illinois",3,SAOVA,"Thousands of dollars",20,"   Health care and social assistance",20000,18773,19445,20543,21685,21818
 "17000","Illinois",3,SAOVA,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",2505048,2432896,2528595,2661663,2891190,2907755
 "17000","Illinois",3,SAOVA,"Thousands of dollars",22,"   Arts, entertainment, and recreation",1443135,1448343,1529375,1529946,1619067,1708275
 "17000","Illinois",3,SAOVA,"Thousands of dollars",23,"   Accommodation and food services",1061913,984552,999220,1131717,1272124,1199480
 "17000","Illinois",3,SAOVA,"Thousands of dollars",24,"  Other services, except government",163333,165393,172952,179630,185916,196902
 "17000","Illinois",3,SAOVA,"Thousands of dollars",25," Government",1043211,1021961,1034347,1006146,1012021,1064949
 "17000","Illinois",3,SAOVA,"Thousands of dollars",26,"  Federal",11145,12350,11761,10887,10941,11339
 "17000","Illinois",3,SAOVA,"Thousands of dollars",27,"  State and local",1032066,1009611,1022586,995259,1001080,1053610
 "18000","Indiana",3,SAOVA,"Thousands of dollars",1,"All Industries",7875240,8254086,8449828,8503596,8600004,9658524
 "18000","Indiana",3,SAOVA,"Thousands of dollars",2," Private Industries",7635509,7995219,8169586,8192345,8271506,9314465
 "18000","Indiana",3,SAOVA,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",102471,104959,113621,113165,112526,116679
 "18000","Indiana",3,SAOVA,"Thousands of dollars",4,"  Mining",6619,5516,4237,3200,2854,5686
 "18000","Indiana",3,SAOVA,"Thousands of dollars",5,"  Utilities",15,16,14,16,18,18
 "18000","Indiana",3,SAOVA,"Thousands of dollars",6,"  Construction",104912,66446,71840,86458,99252,107407
 "18000","Indiana",3,SAOVA,"Thousands of dollars",7,"  Manufacturing",3534374,3835903,3926731,3844358,3867326,4738520
 "18000","Indiana",3,SAOVA,"Thousands of dollars",8,"   Durable goods",2519149,2855540,2907854,2899007,3019747,3854520
 "18000","Indiana",3,SAOVA,"Thousands of dollars",9,"   Nondurable goods",1015225,980363,1018877,945351,847579,883999
 "18000","Indiana",3,SAOVA,"Thousands of dollars",10,"  Wholesale trade",490000,486975,506307,527897,510447,520472
 "18000","Indiana",3,SAOVA,"Thousands of dollars",11,"  Retail trade",1579036,1622643,1597827,1613478,1624731,1739953
 "18000","Indiana",3,SAOVA,"Thousands of dollars",12,"  Transportation and warehousing",382125,418394,433494,388661,385870,408170
 "18000","Indiana",3,SAOVA,"Thousands of dollars",13,"  Information",14426,15289,15289,15941,16052,15977
 "18000","Indiana",3,SAOVA,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",184218,182888,174217,202967,206589,219873
 "18000","Indiana",3,SAOVA,"Thousands of dollars",15,"   Finance and insurance",47858,42065,52561,59399,63131,63840
 "18000","Indiana",3,SAOVA,"Thousands of dollars",16,"   Real estate and rental and leasing",136361,140823,121656,143568,143458,156033
 "18000","Indiana",3,SAOVA,"Thousands of dollars",17,"  Professional and business services",76333,74016,77586,82853,85770,94738
 "18000","Indiana",3,SAOVA,"Thousands of dollars",18,"   Educational services, health care, and social assistance",43053,43269,46156,47172,49440,50555
 "18000","Indiana",3,SAOVA,"Thousands of dollars",19,"   Educational services",34079,34672,37183,37688,39578,40580
 "18000","Indiana",3,SAOVA,"Thousands of dollars",20,"   Health care and social assistance",8975,8597,8972,9483,9862,9976
 "18000","Indiana",3,SAOVA,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",1034347,1053931,1114233,1175736,1218215,1200786
 "18000","Indiana",3,SAOVA,"Thousands of dollars",22,"   Arts, entertainment, and recreation",570141,587076,624524,631060,671240,705935
 "18000","Indiana",3,SAOVA,"Thousands of dollars",23,"   Accommodation and food services",464206,466855,489709,544675,546975,494850
 "18000","Indiana",3,SAOVA,"Thousands of dollars",24,"  Other services, except government",83579,84975,88035,90445,92416,95632
 "18000","Indiana",3,SAOVA,"Thousands of dollars",25," Government",239731,258867,280241,311251,328498,344058
 "18000","Indiana",3,SAOVA,"Thousands of dollars",26,"  Federal",24537,26565,24087,22530,22339,22397
 "18000","Indiana",3,SAOVA,"Thousands of dollars",27,"  State and local",215194,232302,256154,288721,306159,321662
 "19000","Iowa",4,SAOVA,"Thousands of dollars",1,"All Industries",2994091,3095583,3092082,3135182,3295731,3442812
 "19000","Iowa",4,SAOVA,"Thousands of dollars",2," Private Industries",2814945,2917673,2909072,2948669,3106381,3244711
 "19000","Iowa",4,SAOVA,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",217604,219072,217251,202830,194892,204522
 "19000","Iowa",4,SAOVA,"Thousands of dollars",4,"  Mining",28,23,25,19,17,26
 "19000","Iowa",4,SAOVA,"Thousands of dollars",5,"  Utilities",6,7,6,7,8,8
 "19000","Iowa",4,SAOVA,"Thousands of dollars",6,"  Construction",75385,72779,63291,62857,69112,73143
 "19000","Iowa",4,SAOVA,"Thousands of dollars",7,"  Manufacturing",584709,644437,630145,629406,657640,744066
 "19000","Iowa",4,SAOVA,"Thousands of dollars",8,"   Durable goods",368409,412923,383567,366898,382074,450258
 "19000","Iowa",4,SAOVA,"Thousands of dollars",9,"   Nondurable goods",216300,231514,246578,262507,275566,293808
 "19000","Iowa",4,SAOVA,"Thousands of dollars",10,"  Wholesale trade",336565,329354,348544,370566,398945,405190
 "19000","Iowa",4,SAOVA,"Thousands of dollars",11,"  Retail trade",810219,847074,826237,828090,850444,896247
 "19000","Iowa",4,SAOVA,"Thousands of dollars",12,"  Transportation and warehousing",106966,107081,107978,107899,105363,105942
 "19000","Iowa",4,SAOVA,"Thousands of dollars",13,"  Information",10024,10316,10290,10854,11447,12092
 "19000","Iowa",4,SAOVA,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",77415,81379,78010,88615,97909,96639
 "19000","Iowa",4,SAOVA,"Thousands of dollars",15,"   Finance and insurance",27740,24723,30467,33426,34327,34158
 "19000","Iowa",4,SAOVA,"Thousands of dollars",16,"   Real estate and rental and leasing",49675,56656,47542,55189,63582,62480
 "19000","Iowa",4,SAOVA,"Thousands of dollars",17,"  Professional and business services",36091,35204,37757,40527,42358,46018
 "19000","Iowa",4,SAOVA,"Thousands of dollars",18,"   Educational services, health care, and social assistance",20444,20654,21979,22359,23735,24532
 "19000","Iowa",4,SAOVA,"Thousands of dollars",19,"   Educational services",16569,16955,18169,18408,19530,20303
 "19000","Iowa",4,SAOVA,"Thousands of dollars",20,"   Health care and social assistance",3875,3700,3810,3950,4205,4228
 "19000","Iowa",4,SAOVA,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",503458,513714,529769,546157,615445,596437
 "19000","Iowa",4,SAOVA,"Thousands of dollars",22,"   Arts, entertainment, and recreation",243336,244097,258669,266795,286784,301964
 "19000","Iowa",4,SAOVA,"Thousands of dollars",23,"   Accommodation and food services",260122,269618,271100,279362,328661,294473
 "19000","Iowa",4,SAOVA,"Thousands of dollars",24,"  Other services, except government",36031,36579,37790,38485,39067,39851
 "19000","Iowa",4,SAOVA,"Thousands of dollars",25," Government",179146,177910,183010,186513,189350,198101
 "19000","Iowa",4,SAOVA,"Thousands of dollars",26,"  Federal",4985,5524,5492,5334,5552,5583
 "19000","Iowa",4,SAOVA,"Thousands of dollars",27,"  State and local",174161,172386,177518,181179,183798,192519
 "20000","Kansas",4,SAOVA,"Thousands of dollars",1,"All Industries",2851792,2829197,2872986,2930473,2892211,2918117
 "20000","Kansas",4,SAOVA,"Thousands of dollars",2," Private Industries",2676818,2642280,2675941,2724064,2681992,2697547
 "20000","Kansas",4,SAOVA,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",85453,91923,90643,90127,83354,85919
 "20000","Kansas",4,SAOVA,"Thousands of dollars",4,"  Mining",1053,1066,1093,773,654,773
 "20000","Kansas",4,SAOVA,"Thousands of dollars",5,"  Utilities",5,5,4,5,6,6
 "20000","Kansas",4,SAOVA,"Thousands of dollars",6,"  Construction",34869,37246,42333,42975,48049,50793
 "20000","Kansas",4,SAOVA,"Thousands of dollars",7,"  Manufacturing",819089,763201,762178,713262,633901,684153
 "20000","Kansas",4,SAOVA,"Thousands of dollars",8,"   Durable goods",247170,241739,252580,256962,264657,261911
 "20000","Kansas",4,SAOVA,"Thousands of dollars",9,"   Nondurable goods",571919,521462,509599,456300,369243,422242
 "20000","Kansas",4,SAOVA,"Thousands of dollars",10,"  Wholesale trade",366731,367294,387038,396403,376615,371032
 "20000","Kansas",4,SAOVA,"Thousands of dollars",11,"  Retail trade",642338,668103,650545,675612,684826,684044
 "20000","Kansas",4,SAOVA,"Thousands of dollars",12,"  Transportation and warehousing",81009,82264,83846,89772,86207,81478
 "20000","Kansas",4,SAOVA,"Thousands of dollars",13,"  Information",15266,16769,16865,17666,17507,16661
 "20000","Kansas",4,SAOVA,"Thousands of dollars",14,"  Finance, insurance, real estate, rental, and leasing",71826,65722,68606,80428,79959,86645
 "20000","Kansas",4,SAOVA,"Thousands of dollars",15,"   Finance and insurance",25140,22981,28876,32433,32731,30972
 "20000","Kansas",4,SAOVA,"Thousands of dollars",16,"   Real estate and rental and leasing",46687,42741,39731,47995,47228,55674
 "20000","Kansas",4,SAOVA,"Thousands of dollars",17,"  Professional and business services",34551,33889,36267,39505,41572,45861
 "20000","Kansas",4,SAOVA,"Thousands of dollars",18,"   Educational services, health care, and social assistance",22653,22231,23590,23842,24729,25066
 "20000","Kansas",4,SAOVA,"Thousands of dollars",19,"   Educational services",18632,18479,19730,19820,20500,20941
 "20000","Kansas",4,SAOVA,"Thousands of dollars",20,"   Health care and social assistance",4020,3752,3860,4023,4228,4124
 "20000","Kansas",4,SAOVA,"Thousands of dollars",21,"  Arts, entertainment, recreation, accommodation, and food services",471897,462408,482082,522884,574004,534393
 "20000","Kansas",4,SAOVA,"Thousands of dollars",22,"   Arts, entertainment, and recreation",174072,175257,184309,188217,200520,211491
 "20000","Kansas",4,SAOVA,"Thousands of dollars",23,"   Accommodation and food services",297825,287151,297773,334668,373484,322902
 "20000","Kansas",4,SAOVA,"Thousands of dollars",24,"  Other services, except government",30078,30159,30851,30809,30611,30723
 "20000","Kansas",4,SAOVA,"Thousands of dollars",25," Government",174975,186917,197045,206409,210219,220570
 "20000","Kansas",4,SAOVA,"Thousands of dollars",26,"  Federal",7441,9150,8934,8381,8330,8441
 "20000","Kansas",4,SAOVA,"Thousands of dollars",27,"  State and local",167533,177767,188111,198029,201889,212129
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",1,"All Industries",3644926,3698589,3789949,3993414,3993362,4135194
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",2," Private Industries",3463421,3497929,3577225,3761490,3749149,3880834
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",3,"  Agriculture, forestry, fishing, and hunting",109099,130477,133186,138709,134039,138618
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",4,"  Mining",24320,18087,13008,8784,7579,14678
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",5,"  Utilities",14,15,13,15,17,17
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",6,"  Construction",41379,39718,40712,44574,52817,56720
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",7,"  Manufacturing",630228,671042,686448,726904,675127,712851
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",8,"   Durable goods",221389,238478,239692,283810,278700,312684
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",9,"   Nondurable goods",408838,432564,446757,443094,396427,400168
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",10,"  Wholesale trade",398483,400150,426457,441783,406857,403684
 "21000","Kentucky",5,SAOVA,"Thousands of dollars",11,"  Retail trade",964911,984930,981132,1020823,1054672,1102575
