GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,Line,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",322,339,367,372,362,377,402,432,450,493,519,501,477,493,520,527,542,570,607,620,627,654
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4758,4807,5164,5457,5505,5542,5748,6061,6508,6814,6977,7109,6735,6977,7417,7543,7632,7846,7674,7591,7903,8244
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1725,1764,1844,1924,1961,1973,2017,2104,2198,2255,2329,2382,2413,2448,2560,2644,2675,2780,2795,2818,2879,2963
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",955,971,1029,1006,996,1002,989,1004,1049,1075,1058,1011,958,977,998,1010,1033,1064,1088,1093,1093,1122
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",596,532,590,730,696,636,720,843,1083,1187,1231,1362,985,1134,1387,1379,1346,1285,970,828,923,1027
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1482,1540,1701,1798,1852,1931,2022,2110,2179,2298,2358,2354,2379,2417,2472,2510,2578,2717,2820,2853,3008,3132
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",11310,11831,12330,13277,13791,14317,14982,15651,16509,17171,17889,18342,18141,18406,18979,19404,19877,20674,21377,22229,22954,23957
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",11246,11761,12218,13135,13585,14085,14738,15425,16359,16980,17649,18015,17846,18145,18691,19084,19535,20319,21047,21881,22595,23561
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","   Housing and utilities",3341,3474,3544,3784,3967,4094,4244,4420,4728,4878,4988,5127,5200,5285,5363,5358,5427,5617,5802,6085,6301,6553
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","   Health care",2750,2814,2812,2962,3132,3358,3551,3732,3934,4012,4139,4200,4321,4348,4461,4673,4811,4991,5316,5582,5743,6061
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","   Transportation services",535,566,595,636,595,559,616,611,625,647,674,693,644,658,720,723,759,814,846,862,893,938
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","   Recreation services",570,592,655,697,711,727,741,783,846,891,958,983,971,999,1020,1077,1118,1156,1184,1250,1282,1282
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","   Food services and accommodations",1343,1387,1452,1556,1564,1594,1685,1772,1864,1940,1971,1974,1918,1958,2029,2099,2168,2292,2341,2417,2510,2638
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","   Financial services and insurance",1155,1235,1349,1523,1482,1508,1581,1710,1833,1944,2117,2195,2076,2138,2217,2204,2236,2304,2404,2425,2467,2609
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","   Other services",1551,1692,1811,1977,2135,2245,2321,2396,2530,2667,2803,2843,2716,2758,2880,2949,3015,3144,3154,3261,3399,3480
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",65,70,112,142,206,233,244,226,150,191,240,327,294,262,288,320,342,355,330,348,359,396
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"...","   Gross output of nonprofit institutions",1387,1507,1605,1694,1875,2019,2160,2276,2290,2398,2563,2657,2683,2695,2747,2812,2909,2992,3148,3349,3447,3583
 "13000","Georgia",5,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions",1322,1437,1492,1552,1670,1786,1916,2050,2140,2207,2323,2329,2389,2434,2459,2492,2567,2637,2818,3001,3088,3186
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",21366,21790,22699,24157,24885,25566,27025,28510,30601,32348,33736,34980,34425,35336,36697,38020,38962,40844,42258,44001,46279,48759
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7327,7235,7738,8215,8512,8741,9271,9980,10654,11143,11503,11583,11208,11387,11812,12086,12374,12830,12983,13421,14134,14933
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2230,2262,2490,2705,2871,3105,3421,3721,3934,4031,4076,3847,3540,3539,3670,3845,3974,4129,4265,4453,4734,4991
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",732,767,863,957,1033,1187,1339,1371,1351,1279,1233,1013,896,907,964,1028,1091,1147,1224,1251,1295,1325
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",508,507,554,595,649,687,763,849,943,963,964,916,827,818,821,833,854,892,932,978,1039,1094
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",624,633,702,769,831,887,948,1097,1191,1299,1366,1408,1334,1303,1301,1368,1404,1448,1462,1570,1718,1814
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",366,355,370,384,358,344,372,403,449,489,513,510,483,511,584,615,625,642,646,655,682,758
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",5097,4974,5248,5510,5641,5636,5849,6259,6720,7112,7427,7736,7667,7848,8142,8241,8400,8701,8718,8968,9400,9942
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",2163,2119,2227,2321,2436,2470,2506,2623,2793,2926,3059,3173,3301,3338,3451,3441,3561,3679,3754,3871,4099,4345
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",815,757,753,758,715,651,664,687,738,749,745,734,698,733,794,843,828,864,868,882,871,966
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",425,373,400,486,441,414,475,559,658,761,803,908,651,735,844,827,777,718,523,498,553,632
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1694,1724,1869,1945,2049,2102,2205,2391,2532,2676,2820,2920,3017,3043,3053,3131,3233,3441,3573,3717,3877,3999
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",14039,14555,14962,15942,16373,16825,17754,18530,19947,21206,22233,23398,23217,23949,24885,25934,26588,28013,29275,30581,32145,33827
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",13344,13746,14181,15060,15435,15800,16647,17407,18700,19735,20754,21769,21640,22389,23293,24198,24867,26184,27424,28572,30049,31590
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","   Housing and utilities",3912,4108,4350,4644,4898,5032,5191,5409,5754,6142,6490,6976,7071,7394,7781,8041,8286,8720,9139,9514,9927,10302
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","   Health care",3158,3184,3210,3289,3493,3664,3983,4048,4405,4509,4786,5037,5137,5100,5110,5327,5389,5649,6031,6441,6842,7264
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","   Transportation services",717,755,780,889,830,821,860,923,982,1015,1010,1027,962,1008,1124,1190,1264,1308,1315,1389,1473,1568
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","   Recreation services",756,746,752,814,814,814,842,902,962,1012,1056,1103,1087,1133,1141,1291,1363,1410,1429,1440,1493,1541
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","   Food services and accommodations",1115,1091,1105,1214,1173,1195,1298,1438,1554,1666,1737,1720,1645,1726,1847,1996,2080,2201,2325,2445,2601,2725
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","   Financial services and insurance",1500,1583,1687,1851,1801,1806,1861,1962,2138,2266,2447,2582,2517,2760,2930,2918,2992,3204,3365,3444,3631,3891
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","   Other services",2187,2277,2297,2359,2427,2468,2612,2724,2904,3124,3229,3323,3220,3268,3361,3435,3492,3692,3820,3898,4081,4299
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",695,809,781,883,939,1025,1108,1123,1248,1471,1479,1629,1577,1561,1592,1736,1721,1830,1851,2009,2096,2237
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"...","   Gross output of nonprofit institutions",2229,2424,2399,2578,2693,2878,3045,3167,3462,3829,3924,4165,4249,4340,4478,4764,4826,5123,5365,5749,5996,6313
 "15000","Hawaii",8,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions",1534,1615,1618,1695,1755,1854,1937,2045,2214,2358,2445,2536,2672,2779,2886,3027,3105,3293,3514,3741,3900,4076
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",17192,17825,18844,20035,20548,21099,22048,23302,24917,26331,27282,27490,26481,27053,28092,29001,30095,31276,32472,33761,35322,36777
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7164,7287,7771,8263,8256,8263,8716,9268,10101,10790,11063,10734,9761,9980,10404,10755,11236,11668,11944,12303,12843,13222
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2777,2913,3081,3205,3186,3275,3401,3690,4032,4183,4255,3789,3348,3338,3394,3542,3745,3897,4161,4332,4552,4703
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1259,1315,1354,1311,1327,1388,1391,1454,1490,1502,1557,1288,1118,1137,1159,1248,1331,1415,1551,1593,1708,1749
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",564,596,656,726,726,740,761,837,961,1032,991,893,765,746,736,759,807,841,900,938,983,1033
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",666,709,762,834,816,827,901,1017,1160,1189,1204,1123,985,965,995,1016,1065,1092,1133,1214,1261,1299
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",288,294,309,334,317,320,349,382,421,460,502,485,478,490,504,519,542,549,578,588,601,623
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4386,4373,4690,5058,5070,4987,5315,5577,6070,6607,6809,6945,6414,6642,7010,7213,7491,7771,7783,7971,8290,8519
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1860,1882,2019,2092,2100,2006,2134,2212,2314,2497,2604,2575,2544,2490,2556,2676,2850,3031,3194,3385,3494,3554
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",630,625,635,667,671,657,673,685,723,753,771,760,730,736,744,785,797,808,824,839,827,874
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",667,581,645,818,762,716,806,907,1104,1291,1381,1555,1100,1351,1591,1594,1598,1539,1167,1009,1138,1269
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1229,1286,1393,1481,1537,1608,1701,1773,1928,2066,2052,2056,2040,2065,2118,2157,2246,2394,2598,2737,2832,2823
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",10029,10538,11072,11772,12292,12836,13332,14034,14815,15541,16219,16756,16720,17073,17689,18246,18858,19608,20528,21458,22480,23554
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",9785,10254,10735,11423,11889,12407,12909,13660,14504,15211,15897,16361,16339,16708,17339,17858,18476,19248,20206,21122,22137,23177
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","   Housing and utilities",3116,3257,3397,3591,3812,3969,4017,4191,4465,4568,4675,4846,4926,4915,5150,5369,5638,5795,6061,6198,6383,6528
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","   Health care",2152,2273,2371,2522,2728,3007,3194,3395,3641,3796,3981,4130,4336,4493,4715,4877,4993,5264,5607,5923,6116,6424
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","   Transportation services",526,558,602,656,655,658,676,697,735,774,802,801,739,718,731,729,786,837,873,925,982,1054
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","   Recreation services",602,596,640,672,658,690,729,819,883,991,1065,1070,1016,1025,1014,1061,1092,1129,1165,1245,1328,1444
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","   Food services and accommodations",1033,1080,1110,1190,1213,1255,1313,1386,1464,1578,1658,1675,1589,1621,1682,1754,1787,1908,2036,2157,2254,2421
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","   Financial services and insurance",1246,1324,1419,1579,1541,1529,1588,1720,1849,1939,2090,2177,2085,2248,2380,2414,2540,2662,2774,2907,3235,3352
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","   Other services",1110,1165,1198,1212,1282,1300,1393,1453,1466,1566,1625,1662,1648,1688,1667,1653,1640,1653,1691,1767,1839,1954
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",244,284,337,349,403,429,422,374,311,330,322,395,381,365,350,388,382,360,321,336,343,377
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"...","   Gross output of nonprofit institutions",1567,1653,1753,1796,1937,2064,2126,2152,2170,2284,2348,2493,2596,2724,2802,2942,3010,3159,3350,3579,3644,3750
 "16000","Idaho",7,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions",1323,1369,1416,1447,1534,1635,1704,1778,1859,1954,2026,2098,2215,2359,2452,2553,2628,2799,3029,3243,3301,3373
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",21327,22370,23422,25187,25980,26756,27812,29226,30800,32255,33665,34267,33418,34336,35477,36236,36868,38372,39835,41213,42979,45085
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7338,7548,7990,8615,8696,8843,9065,9558,9976,10414,10907,10674,10028,10380,10946,11124,11265,11517,11726,11964,12489,13032
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2752,2912,3142,3350,3387,3497,3488,3633,3727,3739,3937,3595,3311,3408,3548,3630,3739,3844,4024,4185,4336,4462
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1140,1211,1327,1331,1403,1415,1382,1383,1364,1277,1292,1132,1070,1119,1175,1232,1268,1336,1421,1446,1471,1516
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",602,626,660,749,756,787,805,838,879,883,904,824,739,743,752,768,797,822,887,945,995,1010
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",635,672,725,805,787,842,828,898,941,994,1107,1025,924,942,974,978,1000,993,990,1058,1111,1144
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",376,402,430,465,441,454,473,513,542,584,634,613,579,605,647,651,673,693,726,735,760,791
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4585,4636,4849,5265,5310,5345,5577,5925,6249,6675,6970,7079,6717,6972,7398,7495,7526,7673,7702,7779,8153,8570
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1596,1600,1638,1763,1817,1847,1932,2048,2136,2263,2376,2396,2350,2355,2434,2452,2478,2542,2601,2630,2724,2831
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",980,1016,1030,1090,1056,1031,1044,1081,1130,1144,1142,1117,1054,1091,1142,1163,1169,1200,1233,1251,1253,1298
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",446,390,423,515,485,453,529,616,733,844,926,1046,759,889,1091,1116,1071,1022,776,685,772,920
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1564,1630,1758,1898,1952,2014,2073,2180,2250,2423,2526,2520,2554,2637,2731,2765,2808,2908,3092,3214,3404,3520
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",13989,14823,15432,16571,17284,17913,18747,19668,20825,21841,22758,23593,23390,23956,24532,25112,25603,26854,28108,29249,30490,32053
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",13298,14005,14573,15606,16245,16784,17623,18559,19697,20586,21535,22159,21973,22491,23019,23430,23931,25092,26328,27326,28482,29905
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","   Housing and utilities",3924,4051,4218,4502,4804,4910,5148,5359,5765,5977,6217,6445,6410,6417,6477,6460,6557,6874,7068,7352,7673,7980
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","   Health care",2871,2974,3078,3265,3502,3740,3922,4132,4395,4626,4961,5138,5341,5572,5670,5821,5946,6230,6545,6836,7054,7441
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","   Transportation services",939,985,1033,1091,1048,983,1014,1041,1078,1115,1142,1162,1097,1127,1228,1248,1304,1400,1480,1537,1594,1669
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","   Recreation services",816,852,887,935,949,976,1020,1099,1162,1237,1325,1373,1367,1422,1439,1497,1530,1576,1684,1762,1833,1903
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","   Food services and accommodations",1268,1356,1354,1450,1510,1550,1628,1736,1860,1976,2068,2095,2047,2091,2173,2256,2306,2396,2604,2717,2839,3013
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","   Financial services and insurance",1434,1572,1730,1952,1881,1962,2074,2272,2417,2478,2519,2510,2278,2355,2465,2568,2673,2833,3054,3129,3328,3564
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","   Other services",2045,2215,2274,2410,2551,2663,2817,2920,3019,3177,3303,3434,3433,3506,3566,3580,3616,3783,3892,3993,4159,4336
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",691,818,859,965,1039,1130,1123,1109,1128,1255,1223,1434,1417,1465,1513,1681,1672,1763,1780,1923,2008,2148
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",23,"...","   Gross output of nonprofit institutions",2540,2761,2843,3033,3210,3466,3531,3655,3817,4059,4130,4410,4533,4680,4802,5059,5137,5382,5587,5924,6181,6514
 "17000","Illinois",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",24,"...","   Less: Receipts from sales of goods and services by nonprofit institutions",1849,1943,1984,2068,2171,2337,2408,2546,2689,2804,2907,2976,3116,3215,3289,3378,3464,3620,3807,4000,4173,4366
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",1,"...","Per capita personal consumption expenditures",18675,19564,20666,21748,22539,23304,24257,25740,26999,27924,28754,29237,28676,29421,30542,31621,32138,32955,33797,34832,36354,37680
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",2,"..."," Goods",7370,7599,8148,8520,8651,8820,9143,9653,10021,10311,10499,10480,9815,10235,10775,11083,11204,11368,11321,11453,11891,12296
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",3,"...","  Durable goods",2615,2785,3006,3077,3104,3221,3282,3430,3475,3428,3430,3170,2941,3066,3165,3285,3354,3463,3609,3717,3887,4020
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",4,"...","   Motor vehicles and parts",1156,1233,1328,1304,1340,1382,1348,1362,1307,1217,1226,1046,989,1063,1106,1161,1191,1266,1349,1372,1427,1502
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",5,"...","   Furnishings and durable household equipment",565,596,648,690,690,715,736,774,808,814,795,748,671,696,713,743,758,777,830,879,931,961
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",6,"...","   Recreational goods and vehicles",598,643,694,728,731,769,827,902,947,956,946,921,843,848,863,891,909,913,906,940,997,1013
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",7,"...","   Other durable goods",296,313,337,354,342,355,372,392,413,441,463,455,439,459,483,491,495,508,524,526,532,544
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",8,"...","  Nondurable goods",4756,4814,5141,5444,5547,5599,5861,6223,6546,6884,7069,7310,6874,7170,7610,7798,7850,7905,7712,7735,8004,8275
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",9,"...","   Food and beverages purchased for off-premises consumption",1799,1822,1881,1908,1930,1935,1990,2114,2214,2271,2320,2406,2415,2409,2473,2524,2538,2573,2624,2661,2709,2762
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",10,"...","   Clothing and footwear",795,814,858,867,863,868,873,880,891,897,882,866,834,862,889,903,892,910,926,954,950,983
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",11,"...","   Gasoline and other energy goods",629,570,636,796,797,742,863,1010,1193,1350,1456,1613,1138,1334,1599,1632,1607,1501,1134,1008,1123,1278
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",12,"...","   Other nondurable goods",1533,1607,1766,1873,1956,2055,2134,2219,2248,2366,2411,2425,2488,2565,2648,2739,2813,2921,3027,3113,3222,3253
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",13,"..."," Services",11304,11964,12518,13228,13889,14484,15114,16086,16978,17613,18255,18756,18861,19186,19767,20538,20934,21588,22476,23379,24463,25384
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",14,"...","  Household consumption expenditures (for services)",10815,11382,11904,12559,13179,13742,14413,15330,16158,16742,17436,17815,17913,18217,18758,19458,19830,20458,21318,22140,23179,24020
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",15,"...","   Housing and utilities",3058,3183,3337,3504,3766,3874,4017,4183,4492,4675,4823,5002,5030,5021,5120,5167,5281,5451,5587,5709,5904,6087
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",16,"...","   Health care",2690,2848,2945,3112,3353,3643,3894,4242,4451,4676,4971,5085,5409,5559,5764,6218,6315,6484,6875,7273,7690,7957
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",17,"...","   Transportation services",689,723,779,817,824,807,814,823,857,862,876,873,811,821,875,902,938,995,1032,1106,1141,1186
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",18,"...","   Recreation services",869,883,908,944,946,970,1019,1086,1113,1128,1188,1238,1229,1268,1272,1323,1365,1380,1424,1489,1522,1561
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",19,"...","   Food services and accommodations",1155,1205,1276,1325,1360,1413,1468,1557,1630,1696,1728,1751,1731,1781,1853,1929,1958,2020,2159,2218,2285,2404
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",20,"...","   Financial services and insurance",974,1064,1168,1297,1262,1306,1376,1510,1627,1648,1702,1675,1514,1543,1609,1624,1678,1764,1853,1893,2097,2213
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",21,"...","   Other services",1380,1476,1491,1561,1668,1729,1824,1929,1987,2056,2149,2191,2189,2224,2265,2296,2296,2364,2387,2455,2539,2611
 "18000","Indiana",3,SAEXP2,"Per capita personal consumption expenditures (PCE) by state","Dollars",22,"...","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",490,583,614,669,710,742,701,756,819,871,819,941,948,968,1009,1080,1104,1129,1159,1239,1284,1365
